MP ID,Chemical Formula,FB Sublattice,N FBs,Sites per Unit Cell,Sites in FB Sublattice,d_NN,d_NNN,N Elements,Spacegroup,Spacegroup Number,E per Atom,Bandgap,FB Lattice Dimensionality,FB Lattice IDs,RCSR Name,Flat with decay,Flat with no decay
mp-1293023,Li2MnV3O8,V,2,28,6,2.95722,5.13028,4,['C2/c'],15,-2.39648628,0.5661,[2],['SK-1'],['kgm'],False,True
mp-1221839,Mn3In2Sb3O14,Sb,2,44,6,3.5915,6.16449,4,['C2/m'],12,-1.9616439,0.6765,[2],['SK-1'],['kgm'],False,True
mp-1101762,PrAl2Ag,Al,2,12,6,2.80525,4.44544,3,['R-3m'],166,-0.41985026,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-753127,Na3Li4Mn5O9,Mn,1,21,5,3.32088,3.57296,4,['P1'],1,-1.86191903,0.0,[2],['SK-1'],['kgm'],False,True
mp-1319472,Li2V3CoO8,V,2,28,6,2.90816,4.99704,4,['P1'],1,-2.42701371,0.0,[2],['SK-1'],['kgm'],False,True
mp-1216275,Y(InCu)6,Cu,2,13,6,2.68541,4.34026,3,['Immm'],71,-0.12955328,0.0,[2],['SK-1'],['kgm'],False,True
mp-1177086,Li5V3P8O29,V,2,90,6,4.95819,7.06116,4,['P1'],1,-2.61881453,1.1703,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-849420,Li2Mn3CuO8,Mn,1,14,3,2.88181,5.05367,4,['R3m'],160,-1.83230716,0.0,[2],['SK-1'],['kgm'],True,True
mp-1188805,Tb3Co11B4,Co,5,18,11,2.44591,2.90678,3,['P6/mmm'],191,-0.36047454,0.0,"[2, 2]","['SK-1', 'LI-51']","['kgm', 'None']",True,True
mp-1218295,SrFe3Bi2O9,O,1,15,9,2.67297,2.85054,4,['P-3m1'],164,-1.75306939,0.0,[2],['SK-1'],['kgm'],True,True
mp-1217951,TaTiCo,Ti,1,12,4,2.48663,4.20927,3,['Amm2'],38,-0.15187193,0.0,[2],['SK-1'],['kgm'],False,True
mp-1202625,Ba2Nd2Al3(B4O9)3,O,6,46,27,2.32978,2.48328,5,['P-62m'],189,-2.88519218,0.0,"[2, 2, 2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-1221988,Mn5CrO8,Mn,1,14,5,2.97896,3.51299,3,['C2/m'],12,-2.10772638,0.4291,[2],['SK-1'],['kgm'],False,True
mp-779525,Li3Sb3P8O29,Sb,2,86,6,4.9779,7.23256,4,['Cc'],9,-2.43555039,2.3308,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1273514,Li2MnV3O8,V,1,14,3,2.93488,5.10031,4,['R3'],146,-2.42776958,1.6437,[2],['SK-1'],['kgm'],True,True
mp-753028,Li3Mn4O8,Li,1,15,3,2.90605,5.07512,3,['C2/m'],12,-2.09491174,0.7495,[2],['SK-1'],['kgm'],False,True
mp-984755,Nb4Ag2O11,Nb,2,34,8,3.40563,3.68539,3,['R3c'],161,-2.52597383,2.4269,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-752876,Li2Co3NiO8,Co,1,14,3,2.7819,4.92961,4,['R3m'],160,-1.37035151,0.0,[2],['SK-1'],['kgm'],True,True
mp-1304742,Li4Mn3NbO8,Mn,2,32,6,3.05689,5.18852,4,['C2/c'],15,-2.33228986,0.9674,[2],['SK-1'],['kgm'],False,True
mp-777682,Li2NbV3O8,V,2,28,6,2.93618,5.19605,4,['P6_3mc'],186,-2.65035333,1.4975,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-863375,Li3V3P8O29,V,2,86,6,4.92397,7.19727,4,['P1'],1,-2.52710666,0.8988,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1316353,Li5Mn3O8,Mn,2,32,6,2.87653,4.98741,3,['P1'],1,-2.13185224,0.4465,[2],['SK-1'],['kgm'],False,True
mp-767763,Li7Mn8O20,Mn,6,70,16,2.86943,5.02849,3,['C2/m'],12,-2.01481992,0.0,"[2, 2]","['SK-1', 'LI-930']","['kgm', 'None']",True,True
mp-1228272,Ba3UIn2O9,O,1,15,9,2.96016,3.11197,4,['P-3m1'],164,-2.96595012,1.4273,[2],['SK-1'],['kgm'],True,True
mp-756320,Li3Fe4SbO8,Li,1,16,3,3.08652,5.20029,4,['C2/m'],12,-1.84991928,1.3748,[2],['SK-1'],['kgm'],False,True
mp-1225397,DyAlNi,Al,1,12,4,2.63581,4.54047,3,['Amm2'],38,-0.51037865,0.0,[2],['SK-1'],['kgm'],False,True
mp-763434,Li5MnO3F,O,2,20,6,3.10273,3.28071,4,['P1'],1,-2.19489592,2.3193,[2],['SK-1'],['kgm'],False,True
mp-1212433,KAl3(P2O9)4,Al,2,96,6,4.94576,7.07327,4,['C2/c'],15,-1.79899165,0.0106,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-985284,Ce3Pa,Ce,2,8,6,3.19267,3.41823,2,['P6_3/mmc'],194,0.1143501,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-765231,Li5V3P8O29,V,2,90,6,4.95845,6.88121,4,['P1'],1,-2.62035887,0.8481,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-757622,Li3V3P8O29,V,2,86,6,4.9201,6.97469,4,['P1'],1,-2.52784414,1.1088,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1175720,Li9Mn2Co5O16,Co,1,32,5,2.85729,4.99932,4,['P-1'],2,-1.8165127,0.3184,[2],['SK-1'],['kgm'],False,True
mp-757708,Li7V3P8O29,V,2,94,6,4.99261,7.0,4,['P1'],1,-2.67348876,0.007,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1103601,Fe2Si2BiO9,O,1,14,9,2.56032,2.69491,4,['Cm'],8,-2.24426977,0.0257,[2],['SK-1'],['kgm'],False,True
mp-863332,Li3Mn3NiO8,Li,1,15,3,2.89488,5.06708,4,['C2/m'],12,-1.91642319,0.0082,[2],['SK-1'],['kgm'],False,True
mp-863332,Li3Mn3NiO8,Mn,1,15,3,2.89488,5.06708,4,['C2/m'],12,-1.91642319,0.0082,[2],['SK-1'],['kgm'],False,True
mp-771708,Li2Ni3SbO8,Ni,2,28,6,2.863,5.06664,4,['P6_3mc'],186,-1.52477867,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-765084,Li5V3P8O29,V,2,90,6,4.95854,6.98703,4,['P1'],1,-2.61686628,0.9696,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-771835,Li6V3P8O29,V,2,92,6,4.96969,7.07601,4,['P1'],1,-2.65662219,0.837,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-757689,Li7V3P8O29,V,2,94,6,4.96552,6.88788,4,['P1'],1,-2.67842843,0.0031,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1297766,Li4TiCo3O8,Co,2,32,6,2.85967,5.04439,4,['P1'],1,-2.08386783,0.6587,[2],['SK-1'],['kgm'],True,True
mp-1205422,Hf2Co7,Co,2,18,14,2.31552,2.47003,2,['C2/m'],12,-0.25502014,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1199421,K2U3(O5F4)2,U,2,46,6,4.38538,5.903,4,['Ama2'],40,-2.59289384,0.2122,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1217643,TbAlFe2,Al,2,24,6,2.61687,4.59464,3,['P-3m1'],164,-0.20829354,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-776082,Ti3NbO8,Ti,2,24,6,2.95109,5.01433,3,['P6_3mc'],186,-3.25816459,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-8616,ScAg(PS3)2,S,4,20,12,3.39406,3.75669,4,['P-31c'],163,-0.95605798,2.0349,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-760969,Li3V3P8O29,V,2,86,6,4.92421,7.00048,4,['P1'],1,-2.52803176,0.9384,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-760843,Na11Mn13O32,Mn,5,56,13,2.96713,5.19263,3,['C2/m'],12,-1.86570999,0.0,"[2, 2]","['SK-1', 'SK-394']","['kgm', 'None']",False,True
mp-757400,Li6V3P8O29,V,2,92,6,4.95633,7.05931,4,['P1'],1,-2.66216543,0.795,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1177184,Li4V3P8O29,V,2,88,6,4.96263,7.07475,4,['P1'],1,-2.57479394,1.1189,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1224130,Ho(Fe5Si)2,Fe,2,13,10,2.33261,2.56042,3,['Immm'],71,-0.24075738,0.0,[2],['SK-1'],['kgm'],False,True
mp-34425,Zn(FeO2)2,Fe,4,42,12,2.98208,3.5346,3,['P3m1'],156,-1.70144406,1.5749,"[2, 2]","['SK-1', 'SK-18']","['kgm', 'None']",True,True
mp-765426,Li4V3P8O29,V,2,88,6,4.94682,7.11581,4,['P1'],1,-2.58169762,1.0314,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1218207,SrLaScO4,O,2,14,8,2.82588,2.99011,4,['Cmc2_1'],36,-3.67081992,3.6511,[2],['SK-1'],['kgm'],False,True
mp-1303410,Li4Co3NiO8,Co,2,32,6,2.84318,4.95702,4,['P1'],1,-1.63159823,0.0,[2],['SK-1'],['kgm'],False,True
mp-1177238,Li5V3P8O29,V,2,90,6,4.94029,7.09971,4,['P1'],1,-2.62074233,0.9305,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1309506,Li2Fe3SnO8,Fe,2,28,6,2.90975,5.05319,4,['P-1'],2,-1.80420633,0.0,[2],['SK-1'],['kgm'],False,True
mp-849573,Li3V3P8O29,V,2,86,6,4.91145,7.08365,4,['P1'],1,-2.52635326,0.9523,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-530413,Zn(FeO2)2,Fe,10,84,24,2.97839,3.53685,3,['P3m1'],156,-1.72106569,1.2176,"[2, 2]","['SK-1', 'SK-419']","['kgm', 'None']",True,True
mp-753978,Li2FeNi3O8,Ni,1,14,3,2.86102,4.99275,4,['C2/m'],12,-1.28333009,0.0,[2],['SK-1'],['kgm'],False,True
mp-772227,Li6V3P8O29,V,2,92,6,4.96659,7.03924,4,['P1'],1,-2.63707943,0.1568,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-582394,Nd2Co7B3,Co,6,24,14,2.48045,2.90214,3,['P6/mmm'],191,-0.30498683,0.0,"[2, 2, 2]","['SK-1', 'SK-1', 'LI-51']","['kgm', 'kgm', 'None']",True,True
mp-863394,Li3V3P8O29,V,2,86,6,4.92375,7.18145,4,['Cc'],9,-2.53311958,1.2196,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1311636,LiV3Zn2O8,V,2,28,6,2.96277,5.12887,4,['P1'],1,-2.3150423,1.0554,[2],['SK-1'],['kgm'],True,True
mp-1177190,Li4V3P8O29,V,2,88,6,4.9167,7.08868,4,['P1'],1,-2.57075909,0.8981,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1315364,Li4Co3NiO8,Co,2,32,6,2.89424,5.01228,4,['P-1'],2,-1.63638534,0.2489,[2],['SK-1'],['kgm'],False,True
mp-1219497,Sc(Fe5Si)2,Fe,2,13,10,2.31041,2.45449,3,['Immm'],71,-0.24110891,0.0,[2],['SK-1'],['kgm'],False,True
mp-1222169,Mg2Al4Zn3,Zn,2,18,6,2.64952,4.64152,3,['P-3m1'],164,0.08309097,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1215315,ZrMnNi,Ni,1,12,4,2.43076,4.24551,3,['Amm2'],38,-0.27975566,0.0,[2],['SK-1'],['kgm'],False,True
mp-1201399,SmCO4,Sm,6,108,18,4.00479,4.25011,3,['P-6'],174,-2.50953869,0.102,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-779755,Li5Mn7Fe3O20,Mn,4,70,14,2.9241,5.07819,4,['P1'],1,-1.98992618,0.0,"[1, 2, 2]","['SK-96', 'SK-1', 'SK-1']","['None', 'kgm', 'kgm']",False,True
mp-1177229,Li4V3P8O29,V,2,88,6,4.90097,6.9524,4,['P1'],1,-2.57768586,0.6816,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mvc-10130,V2ZnO4,V,4,42,12,2.99874,3.55163,3,['P3m1'],156,-2.31304404,0.0,"[2, 2]","['SK-1', 'SK-18']","['kgm', 'None']",True,True
mp-1223148,La3Ga5SiO14,La,1,23,3,4.20009,5.14873,4,['P3'],143,-2.98125671,3.6931,[2],['SK-1'],['kgm'],True,True
mp-1175681,Li9Mn2Co5O16,Co,1,32,5,2.86442,4.97606,4,['P-1'],2,-1.81932696,0.0,[2],['SK-1'],['kgm'],False,True
mp-765415,Li3V3P8O29,V,2,86,6,4.94738,7.08323,4,['C2'],5,-2.52037051,0.6736,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mvc-10308,Mg(MoO2)2,Mo,4,42,12,3.14469,3.59166,3,['P1'],1,-2.08565979,1.2418,"[2, 2]","['SK-18', 'SK-1']","['None', 'kgm']",True,True
mp-16336,Zr2Fe3Si,Fe,2,12,6,2.45137,4.29209,3,['P6_3/mmc'],194,-0.52106992,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-683998,CuBi(PSe3)2,Se,2,40,24,3.52831,3.70613,4,['R-3'],148,-0.44437081,0.6152,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1222530,LiFe2Rh3O8,Rh,1,14,3,3.02747,5.14694,4,['R3m'],160,-1.43681722,0.8435,[2],['SK-1'],['kgm'],True,True
mp-1218646,SrGd2(FeO3)3,O,1,15,9,2.65321,2.80247,4,['P-3m1'],164,-2.48922272,0.0,[2],['SK-1'],['kgm'],True,True
mp-757987,Li3Mn3NiO8,Li,1,15,3,2.88755,5.0529,4,['P-1'],2,-1.97177876,0.3934,[2],['SK-1'],['kgm'],False,True
mp-757987,Li3Mn3NiO8,Mn,1,15,3,2.88755,5.0529,4,['P-1'],2,-1.97177876,0.3934,[2],['SK-1'],['kgm'],False,True
mp-571268,CuHg3As2Br3,Hg,6,54,18,4.17991,4.69093,4,['C2/c'],15,-0.44200843,0.2734,[2],['SK-1'],['kgm'],False,True
mp-19433,LiScMo3O8,Mo,1,13,3,3.04273,4.8124,4,['P3m1'],156,-2.29870357,1.2329,[2],['SK-1'],['kgm'],True,True
mp-1177216,Li4V3P8O29,V,2,88,6,4.89568,7.12177,4,['P1'],1,-2.57885443,1.0751,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1228385,BaMn3Fe3O11,Mn,2,36,6,2.91458,5.10136,4,['Cmc2_1'],36,-1.968777,0.695,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1177186,Li5V3P8O29,V,2,90,6,4.95471,6.97749,4,['P1'],1,-2.6095759,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1216249,Y3Mn3Ga2Si,Y,1,9,3,3.58967,4.15294,4,['P-6'],174,-0.34586716,0.0,[2],['SK-1'],['kgm'],True,True
mp-567014,Rb2Te(WO4)3,W,2,36,6,3.66237,6.4279,4,['P6_3mc'],186,-2.15143799,2.9906,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-20902,InAg(PSe3)2,Se,4,20,12,3.67206,3.98042,4,['P-31c'],163,-0.50523531,0.694,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-759935,Li3V3P8O29,V,2,86,6,4.9409,6.99859,4,['P1'],1,-2.5224582,1.2207,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1290856,Co3TeO8,Co,2,24,6,2.92294,5.09698,3,['P1'],1,-1.18964164,0.0,[2],['SK-1'],['kgm'],False,True
mp-755696,Li2Co3NiO8,Co,1,14,3,2.85925,4.93869,4,['C2/m'],12,-1.33484451,0.0,[2],['SK-1'],['kgm'],False,True
mp-765015,Li4V3P8O29,V,2,88,6,4.92386,7.01714,4,['P1'],1,-2.57038837,0.8519,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1177499,Li3V3P8O29,V,2,86,6,4.92429,7.23604,4,['P1'],1,-2.52895161,0.4183,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1208144,Tm2Mn17C3,C,2,44,6,4.17852,4.77705,3,['P6_3/mmc'],194,-0.09974035,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-760328,Li3CoNi3O8,Li,2,30,6,2.79908,4.87716,4,['P6_3mc'],186,-1.22292906,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-760328,Li3CoNi3O8,Ni,2,30,6,2.7861,4.88537,4,['P6_3mc'],186,-1.22292906,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-759745,Li4V3P8O29,V,2,88,6,4.92843,7.06909,4,['P1'],1,-2.57361539,0.7093,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-26221,Li6Fe3P8O29,Fe,2,92,6,5.03662,7.02057,4,['P1'],1,-2.44543757,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mvc-9993,MgCr2O4,Cr,1,14,4,2.95417,3.48982,3,['R3m'],160,-2.51104838,1.078,[2],['SK-1'],['kgm'],True,True
mp-764661,Li3CoNi3O8,Li,2,30,6,2.81722,4.8535,4,['P31c'],159,-1.37370772,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-764661,Li3CoNi3O8,Ni,2,30,6,2.78615,4.85741,4,['P31c'],159,-1.37370772,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-759404,Li3V3P8O29,V,2,86,6,4.95689,7.26021,4,['P1'],1,-2.52537391,0.9506,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1225382,DyAlNi,Ni,1,12,4,2.64427,4.50795,3,['Amm2'],38,-0.51436221,0.0,[2],['SK-1'],['kgm'],False,True
mp-758406,Li4V3P8O29,V,2,88,6,4.94466,7.08592,4,['P1'],1,-2.57253091,0.5437,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-771093,Li3Cr10Fe5O24,Cr,1,42,10,2.92053,3.06911,4,['Cm'],8,-2.17296656,1.4167,[2],['SK-1'],['kgm'],True,True
mp-1225430,Dy(Fe5Re)2,Fe,2,13,10,2.34901,2.46999,3,['Immm'],71,-0.03679584,0.0,[2],['SK-1'],['kgm'],False,True
mp-1222642,Li2Ti3ZnO8,Ti,1,14,3,2.93975,5.15974,4,['R3m'],160,-3.01949077,2.3639,[2],['SK-1'],['kgm'],True,True
mp-1227691,Be46Os7,Be,12,53,46,2.01249,2.1137,2,['P3m1'],156,-0.07348372,0.0,"[2, 2, 2, 2, 2, 2]","['SK-86', 'SK-86', 'SK-16', 'SK-1', 'SK-1', 'SK-16']","['None', 'None', 'hnb', 'kgm', 'kgm', 'hnb']",True,True
mp-559052,LiNb3(Bi2O7)2,Nb,2,44,6,3.77839,6.16669,4,['C2/c'],15,-2.4299042,2.6654,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-771895,Li2Ni3WO8,Ni,2,28,6,2.88361,5.08973,4,['P6_3mc'],186,-1.66700602,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-567543,UHg3(TeCl3)2,Hg,2,24,6,4.02526,6.6769,4,['P2_1/c'],14,-1.37820521,0.2422,[2],['SK-1'],['kgm'],False,True
mp-1207470,ZnAg2(PS3)2,S,8,44,24,3.34668,3.71234,4,['C2/c'],15,-0.55984037,1.768,"[2, 2, 2, 2, 2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1', 'SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm', 'kgm', 'kgm', 'kgm', 'kgm']",False,True
mp-1176297,Li9Mn2Co5O16,Co,1,32,5,2.84269,4.99982,4,['C2/m'],12,-1.80111808,0.0,[2],['SK-1'],['kgm'],False,True
mp-769560,Li2TiV3O8,V,2,28,6,2.96566,5.12186,4,['C2/m'],12,-2.66201465,0.7392,[2],['SK-1'],['kgm'],False,True
mp-1202866,Na4Ti4Si3O22,Si,1,33,3,5.30064,5.65895,4,['R3m'],160,-2.08294185,1.96,[2],['SK-1'],['kgm'],True,True
mp-772719,Li6V3P8O29,V,2,92,6,4.98599,7.02692,4,['P1'],1,-2.66017711,1.103,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1204262,Na3IrS2N2(Cl2O5)2,Na,2,44,6,4.75741,5.78005,6,['P2_1/c'],14,-1.37488658,0.0,[2],['SK-1'],['kgm'],False,True
mp-570184,ThPd3,Pd,2,16,12,2.8428,3.00463,2,['P6_3/mmc'],194,-0.95073769,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1177936,Li2Mn(SeO3)2,O,8,44,24,2.73443,3.30064,4,['R-3m'],166,-1.6661866,3.6276,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-34052,Li7Ti7O16,Ti,2,30,7,2.89618,3.04975,3,['R3m'],160,-3.07428773,0.0,"[2, 2]","['SK-1', 'SK-13']","['kgm', 'None']",True,True
mp-1227158,CeTa7O19,Ta,4,54,14,3.49021,3.71956,3,['P6_322'],182,-3.40102045,0.1665,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-685995,Ta6Pb4O19,Pb,1,58,8,3.5932,3.86039,3,['C2/m'],12,-2.87055078,0.5546,[2],['SK-1'],['kgm'],False,True
mp-771874,Li6V3P8O29,V,2,92,6,4.96305,6.9289,4,['P1'],1,-2.6638743,0.111,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-757710,Li7V3P8O29,V,2,94,6,5.0125,6.99739,4,['P1'],1,-2.68855682,0.8069,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-763793,Li2Mn3F8,Mn,2,26,6,3.18778,5.01915,3,['P6_3mc'],186,-2.9714805,3.3624,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1320173,Co3TeO8,Co,2,24,6,2.95071,5.06852,3,['C2/c'],15,-1.19849935,0.949,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-757679,Li7V3P8O29,V,2,94,6,5.00556,6.98771,4,['P1'],1,-2.63862741,0.0555,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1213890,Cd2Mo3O8,Mo,2,26,6,3.1405,5.48108,3,['P6_3mc'],186,-1.7970592,1.5881,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1275844,Li3MnCo3O8,Li,2,30,6,2.90709,4.99716,4,['C2/m'],12,-1.69732169,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1275844,Li3MnCo3O8,Co,2,30,6,2.91533,5.00732,4,['C2/m'],12,-1.69732169,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-662583,CaCeC2O6F,C,4,66,12,3.90456,4.69071,5,['C2/c'],15,-2.83282052,0.2519,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",False,True
mp-1282858,Li3Co3SbO8,Li,2,30,6,2.94402,5.1693,4,['P-1'],2,-1.72566852,0.8933,[2],['SK-1'],['kgm'],False,True
mp-1282858,Li3Co3SbO8,Co,2,30,6,2.92512,5.15381,4,['P-1'],2,-1.72566852,0.8933,[2],['SK-1'],['kgm'],False,True
mp-1180183,NaCa3C2O7F3,Ca,3,48,9,3.64426,4.30196,5,['P3_221'],154,-2.69835505,0.0789,"[2, 2, 2]","['SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm']",False,True
mp-1221111,NbFe,Fe,5,26,13,2.40641,4.2089,2,['R-3m'],166,-0.1082091,0.0,"[2, 2, 2]","['SK-18', 'SK-1', 'SK-1']","['None', 'kgm', 'kgm']",True,True
mp-1215323,ZrCrFe,Fe,1,12,4,2.48313,4.30497,3,['Amm2'],38,-0.12554156,0.0,[2],['SK-1'],['kgm'],False,True
mp-1183750,CrIn3,In,2,8,6,3.04925,3.2387,2,['P6_3/mmc'],194,0.3083092,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-677178,Ta2W2O11,W,1,30,4,3.63863,6.28005,3,['C2'],5,-2.65912301,2.1194,[2],['SK-1'],['kgm'],True,True
mp-753198,Mg(FeO2)2,Fe,1,14,4,2.9536,3.52221,3,['R3m'],160,-2.06673639,1.6217,[2],['SK-1'],['kgm'],True,True
mvc-8002,Zn2Co3O8,Co,2,26,6,2.85785,5.01484,3,['P6_3mc'],186,-1.30155938,0.8429,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1216155,YFe6Co5W,Fe,2,13,6,2.34112,3.85736,4,['Imm2'],44,-0.02912342,0.0,[2],['SK-1'],['kgm'],False,True
mp-849434,Li3V3P8O29,V,2,86,6,4.93688,7.06696,4,['P1'],1,-2.5208628,0.7132,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-10776,K2Sn(AsS3)2,S,2,11,6,3.41426,3.85898,4,['P-3'],147,-0.8731159,1.0182,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-775382,Li5V3P8O29,V,2,90,6,4.95712,6.99872,4,['P1'],1,-2.61834076,0.5988,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1213920,Ce2Co17H3,H,2,44,6,4.16408,4.69355,3,['P6_3/mmc'],194,-0.14008176,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1198721,Rb2Mo3SeO12,Mo,2,36,6,3.64488,6.01885,4,['P6_3'],173,-1.9570282,2.5372,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mvc-7568,Mg2Ti3O8,Ti,2,26,6,2.9131,5.04286,3,['P6_3mc'],186,-3.35985777,2.6528,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1220499,Nb4Pb3O13,Pb,1,20,3,3.71636,6.53179,3,['R3m'],160,-2.62708853,2.6922,[2],['SK-1'],['kgm'],True,True
